url;count;displayName;path;Column1
http://89.248.5.42/NAV800Gjeld/Index.html?chatUsername=Kunde&chatPassword;1;;;
;;Chat with us about financial problems;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/chat-with-us-about-financial-problems;
http://Helene.Lie.Seljasen@nav.no;1;;;
;;Rekruttering og inkludering i Agder;/www.nav.no/no/lokalt/agder/relatert-informasjon/rekruttering-og-inkludering-i-agder;
http://a2gkompetanse.no/node/75;1;;;
;;Studier med støtte;/www.nav.no/no/person/arbeid/oppfolging-og-tiltak-for-a-komme-i-jobb/relatert-informasjon/studier-med-stotte;
http://alor.no/nettverkene-2/;1;;;
;;Vi må snakke om rus og arbeidsliv!;/www.nav.no/no/lokalt/trondelag/nav-arbeidslivssenter-trondelag/nyttig-a-vite/vi-ma-snakke-om-rus-og-arbeidsliv;
http://atlasprofessionals.com/;1;;;
;;Atlas Professionals inviterer til re-entrance workshop i Stavanger;/www.nav.no/no/lokalt/rogaland/nyheiter/atlas-professionals-inviterer-til-re-entrance-workshop-i-stavanger;
http://barnevernvakten.no/file/bekymringsmeldingoffentlige.pdf;1;;;
;;3.2 Meldeplikt til barnevernet;/www.nav.no/no/nav-og-samfunn/samarbeid/relatert-informasjon/3.2-meldeplikt-til-barnevernet;
http://bob.nav.no/;4;;;
;;Brosjyre: Har du økonomiske problemer?;/www.nav.no/no/nav-og-samfunn/samarbeid/for-kommunen/relatert-informasjon/brosjyre-har-du-okonomiske-problemer;
;;Brosjyre: Har du økonomiske problemer?;/www.nav.no/no/nav-og-samfunn/samarbeid/for-kommunen/relatert-informasjon/brosjyre-har-du-okonomiske-problemer;
;;Brosjyre: Har du økonomiske problemer?;/www.nav.no/no/nav-og-samfunn/samarbeid/for-kommunen/relatert-informasjon/brosjyre-har-du-okonomiske-problemer;
;;Informasjonsmateriell;/www.nav.no/no/nav-og-samfunn/samarbeid/for-kommunen/nyttig-a-vite/informasjonsmateriell;
http://bolig.kunnskapsbanken.net ;1;;;
;;Hjelpemiddel i bustad;/www.nav.no/no/lokalt/hordaland/nav-hjelpemiddelsentral-hordaland/lokal-informasjon/hjelpemiddel-i-bustad;
http://bolig.kunnskapsbanken.net/;1;;;
;;Hjelpemiddel i bustad;/www.nav.no/no/lokalt/sogn-og-fjordane/nav-hjelpemiddelsentral-sogn-og-fjordane/lokal-informasjon/bustad;
http://bookshop.europa.eu/en/finding-a-job-in-europe-pbKE3012897/;2;;;
;;Publications from EURES for jobseekers;/www.nav.no/en/home/work-and-stay-in-norway/relatert-informasjon/publications-from-eures;
;;Publikasjoner fra EURES til arbeidssøkere;/www.nav.no/no/person/flere-tema/arbeid-og-opphold-i-utlandet/relatert-informasjon/publikasjoner-fra-eures-til-arbeidssokere;
http://bookshop.europa.eu/en/ready-to-make-the-move--pbKE3012898/;2;;;
;;Publications from EURES for jobseekers;/www.nav.no/en/home/work-and-stay-in-norway/relatert-informasjon/publications-from-eures;
;;Publikasjoner fra EURES til arbeidssøkere;/www.nav.no/no/person/flere-tema/arbeid-og-opphold-i-utlandet/relatert-informasjon/publikasjoner-fra-eures-til-arbeidssokere;
http://bookshop.europa.eu/en/recruiting-in-europe-pbKE3112217/;1;;;
;;Publications from EURES for employers;/www.nav.no/en/home/work-and-stay-in-norway/relatert-informasjon/publikasjoner-fra-eures-til-arbeidsgivere;
http://bookshop.europa.eu/en/when-can-you-start--pbKE3110899/;2;;;
;;Publications from EURES for employers;/www.nav.no/en/home/work-and-stay-in-norway/relatert-informasjon/publikasjoner-fra-eures-til-arbeidsgivere;
;;Publikasjoner fra EURES til arbeidsgivere;/www.nav.no/no/person/flere-tema/arbeid-og-opphold-i-utlandet/relatert-informasjon/publikasjoner-fra-eures-til-arbeidsgivere;
http://creativecommons.org/licenses/by/4.0/deed.no;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://cvnerden.no/cv-mal/;1;;;
;;Writing a good CV;/www.nav.no/en/home/work-and-stay-in-norway/tips-for-job-seekers/writing-a-good-cv;
http://cvnerden.no/slik-far-du-en-fantastisk-soknad/;1;;;
;;Write a tailored job application;/www.nav.no/en/home/work-and-stay-in-norway/tips-for-job-seekers/write-a-tailored-job-application;
http://data.norge.no/;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/antall-arbeidss%C3%B8kere-etter-yrke-og-%C3%A5r;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/antall-helt-arbeidsledige-kommune-m%C3%A5ned;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/antall-nye-arbeidsforhold-2016;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/ledige-stillinger-meldt-til-nav-2016;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/navs-bedriftsunders%C3%B8kelse-ettersp%C3%B8rsel-etter-arbeidskraft;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/data/arbeids-og-velferdsetaten-nav/utlysningstekster-ledige-stillinger-meldt-til-nav-2016;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://data.norge.no/organisasjoner/arbeids-og-velferdsetaten-nav;1;;;
;;Åpne data fra NAV;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader/relatert-informasjon/apne-data-fra-nav;
http://dibk.no/no/BYGGEREGLER/Temaveiledninger/Universell-utforming-bokmaal/?dxp=/dxp/content/universell/1/%20;1;;;
;;Dørautomatikk på branndører;/www.nav.no/no/lokalt/aust-agder/nav-hjelpemiddelsentral-aust-agder/relatert-informasjon/dorautomatikk-pa-branndorer;
